timestamp,Bazylea Temperature [2 m elevation corrected],Bazylea Sunshine Duration,Bazylea Shortwave Radiation,Bazylea Precipitation Total,Bazylea Snowfall Amount,Bazylea Relative Humidity [2 m],Bazylea Cloud Cover Total,Bazylea Cloud Cover High [high cld lay],Bazylea Cloud Cover Medium [mid cld lay],Bazylea Cloud Cover Low [low cld lay],Bazylea Mean Sea Level Pressure [MSL],Bazylea Wind Speed [10 m],Bazylea Wind Direction [10 m],Bazylea Wind Speed [80 m],Bazylea Wind Direction [80 m],Bazylea Wind Gust,Bazylea Wind Speed [900 mb],Bazylea Wind Direction [900 mb]
20211123T0800,-1.9194714,0.0,0.0,0.0,0.0,93.0,100.0,0.0,0.0,100.0,1026.4,4.8433046,318.01282,3.6,270.0,24.48,64.144684,92.573364
20211123T0900,-1.4894713,0.0,58.739998,0.0,0.0,92.0,100.0,0.0,0.0,100.0,1026.8,6.3690495,317.29062,6.9899354,281.88867,25.199999,65.168945,90.94956
20211123T1000,-0.37947133,0.0,182.45,0.0,0.0,85.0,100.0,0.0,0.0,100.0,1026.9,4.3498964,335.55603,4.379589,260.5377,23.4,65.195786,91.898605
20211123T1100,2.5005286,60.0,299.93,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1026.7,4.802999,12.994629,2.0991426,300.96378,21.96,58.679996,89.99999
20211123T1200,5.4705286,60.0,358.66998,0.0,0.0,61.0,0.0,0.0,0.0,0.0,1026.0,7.9932966,35.837646,4.3498964,24.443954,22.319998,49.09217,85.79464
20211123T1300,8.710529,60.0,372.02,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1024.2,16.78156,67.28559,18.0,73.73979,25.56,41.493805,81.51839
20211123T1400,8.860529,60.0,339.97998,0.0,0.0,45.0,0.0,0.0,0.0,0.0,1024.9,12.10157,22.750961,11.440978,12.724335,27.72,26.111792,74.814156
20211123T1500,8.430529,60.0,263.44,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1025.0,8.39657,59.036232,6.439876,63.43495,22.68,29.598919,85.81509
20211123T1600,8.080529,60.0,150.41,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1025.2,9.346143,74.35776,12.9249525,77.12499,20.519999,32.058193,77.68055
20211123T1700,7.2505283,47.583332,28.48,0.0,0.0,51.0,0.0,0.0,0.0,0.0,1025.0,6.379216,73.61045,11.159999,89.99999,15.119999,37.84283,87.27369
20211123T1800,6.0305285,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,1025.5,4.6800003,67.380135,10.440001,89.99999,11.879999,42.376144,99.7824
20211123T1900,4.6505284,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1025.7,3.8268526,41.18593,8.905908,75.96376,11.5199995,41.556225,107.650116
20211123T2000,2.4905286,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1025.9,2.3051248,321.3402,3.2599385,83.65981,9.36,38.332817,104.68879
20211123T2100,0.61052865,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,1026.5,5.0911684,278.1301,2.8799999,270.0,13.32,37.806854,103.77159
20211123T2200,-0.48947132,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,1026.7,5.815978,291.8014,7.771331,283.39252,15.4800005,39.003136,99.02761
20211123T2300,-1.2794713,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,1026.8,5.8603754,280.61966,7.24486,296.56506,15.84,41.266743,96.009
20211124T0000,-1.3994713,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,1026.2,5.8603754,280.61966,7.10031,300.46555,15.119999,41.19759,95.013115
20211124T0100,-1.5594714,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,1025.8,5.5887027,284.93143,6.6087217,299.35776,14.04,40.323215,97.696045
20211124T0200,-1.2194713,0.0,0.0,0.0,0.0,87.0,12.0,0.0,0.0,12.0,1025.9,4.5536795,108.434944,7.172949,107.52557,10.440001,30.602118,90.674034
20211124T0300,-1.0894713,0.0,0.0,0.0,0.0,87.0,11.0,0.0,0.0,11.0,1025.4,2.0991426,120.96376,7.5685663,115.34617,12.599999,32.058193,91.93058
20211124T0400,-0.69947135,0.0,0.0,0.0,0.0,87.0,16.0,0.0,0.0,16.0,1024.8,1.1384199,341.56506,3.2599385,96.34019,10.440001,28.82249,99.344666
20211124T0500,-1.0194713,0.0,0.0,0.0,0.0,88.0,10.0,0.0,0.0,10.0,1024.4,1.609969,296.56506,2.16,180.0,7.92,28.594517,100.88552
20211124T0600,-0.37947133,0.0,0.0,0.0,0.0,84.0,100.0,0.0,0.0,100.0,1024.2,4.39436,124.99202,9.422101,133.45184,14.04,27.345785,106.048996
20211124T0700,0.30052868,0.0,0.0,0.0,0.0,81.0,100.0,0.0,0.0,100.0,1023.5,12.57426,113.62937,23.068108,112.96377,18.72,25.071098,111.03751
20211124T0800,-0.34947133,14.1,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,1022.9,18.388212,113.05129,28.551426,113.008865,23.759998,22.862123,116.16156
20211124T0900,0.040528655,58.723404,75.65,0.0,0.0,79.0,2.0,0.0,0.0,2.0,1022.2,18.998316,117.0506,24.95452,116.56505,24.119999,22.065973,118.23744
20211124T1000,1.1505287,60.0,202.03,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1020.9,19.483284,117.51199,23.358423,118.53998,21.96,20.073025,122.55
20211124T1100,2.9105287,60.0,296.37,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1020.7,18.86139,113.62937,22.226902,114.90476,17.28,17.873556,124.330215
20211124T1200,4.6105285,60.0,354.22,0.0,0.0,62.0,0.0,0.0,0.0,0.0,1019.8,17.533146,109.17901,19.721298,111.412964,18.72,14.003028,136.04163
20211124T1300,6.1405287,60.0,366.68,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1018.0,16.62249,107.650116,18.671474,109.13364,16.199999,11.27553,163.30075
20211124T1400,7.1405287,60.0,333.75,0.0,0.0,56.0,0.0,0.0,0.0,0.0,1017.6,15.273505,98.1301,17.651016,101.76829,12.599999,8.225035,203.1986
20211124T1500,7.4605284,60.0,258.1,0.0,0.0,56.0,0.0,0.0,0.0,0.0,1016.7,13.339445,93.094055,16.299694,96.34019,12.599999,8.534353,242.35403
20211124T1600,7.0305285,60.0,146.84999,0.0,0.0,59.0,0.0,0.0,0.0,0.0,1015.8,9.9571085,77.47118,15.4800005,89.99999,12.599999,7.8625183,254.0546
20211124T1700,5.790529,46.783333,26.699999,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1015.3,6.489992,56.30993,14.830076,95.5722,6.4799995,6.4096174,231.84277
20211124T1800,3.2405286,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1015.0,2.9024127,82.874985,15.175612,112.306206,4.32,7.5685663,205.34618
20211124T1900,1.3105286,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,1014.7,3.6,143.1301,15.807239,120.06859,14.04,9.114471,189.09027
20211124T2000,1.0505286,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1013.9,6.1305785,130.23636,14.113652,127.7468,13.32,9.565437,199.79887
20211124T2100,0.7505287,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,1013.6,7.10031,120.465546,16.78156,125.39479,12.959999,11.200571,225.0
20211124T2200,0.22052866,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,1012.4,7.729527,117.75854,18.079027,125.27242,12.599999,10.685391,237.38075
20211124T2300,0.040528655,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,1012.0,7.5685663,115.34617,17.174677,123.023865,8.64,11.923557,241.11342
